,Restaurant,Cusines_all,price_for_one,location
20331,Nirula's, Burger,250.0,Indiranagar
20332,Nirula's, Burger,250.0,Bellandur
20333,Nirula's, Burger,250.0,Vasanth Nagar
20334,Nirula's, Burger,250.0,Kumaraswamy Layout
20335,Nirula's, Burger,250.0,Indiranagar
20336,Nirula's, Fast Food,250.0,HBR Layout
20337,Nirula's, Fast Food,250.0,Bommanahalli
20338,Nirula's, Fast Food,250.0,Indiranagar
20339,Nirula's, Fast Food,250.0,Bellandur
20340,Nirula's, Fast Food,250.0,Vasanth Nagar
20341,Nirula's, Fast Food,250.0,Kumaraswamy Layout
20342,Nirula's, Fast Food,250.0,Indiranagar
20343,Nirula's, Ice Cream,250.0,HBR Layout
20344,Nirula's, Ice Cream,250.0,Bommanahalli
20345,Nirula's, Ice Cream,250.0,Indiranagar
20346,Nirula's, Ice Cream,250.0,Bellandur
20347,Nirula's, Ice Cream,250.0,Vasanth Nagar
20348,Nirula's, Ice Cream,250.0,Kumaraswamy Layout
20349,Nirula's, Ice Cream,250.0,Indiranagar
20350,Nirula's, Momos,250.0,HBR Layout
20351,Nirula's, Momos,250.0,Bommanahalli
20352,Nirula's, Momos,250.0,Indiranagar
20353,Nirula's, Momos,250.0,Bellandur
20354,Nirula's, Momos,250.0,Vasanth Nagar
20355,Nirula's, Momos,250.0,Kumaraswamy Layout
20356,Nirula's, Momos,250.0,Indiranagar
20357,Nirula's, North Indian,250.0,HBR Layout
20358,Nirula's, North Indian,250.0,Bommanahalli
20359,Nirula's, North Indian,250.0,Indiranagar
20360,Nirula's, North Indian,250.0,Bellandur
20361,Nirula's, North Indian,250.0,Vasanth Nagar
20362,Nirula's, North Indian,250.0,Kumaraswamy Layout
20363,Nirula's, North Indian,250.0,Indiranagar
20364,Nirula's, Pasta,250.0,HBR Layout
20365,Nirula's, Pasta,250.0,Bommanahalli
20366,Nirula's, Pasta,250.0,Indiranagar
20367,Nirula's, Pasta,250.0,Bellandur
20368,Nirula's, Pasta,250.0,Vasanth Nagar
20369,Nirula's, Pasta,250.0,Kumaraswamy Layout
20370,Nirula's, Pasta,250.0,Indiranagar
20371,Nirula's,Ice Cream,250.0,HBR Layout
20372,Nirula's,Ice Cream,250.0,Bommanahalli
20373,Nirula's,Ice Cream,250.0,Indiranagar
20374,Nirula's,Ice Cream,250.0,Bellandur
20375,Nirula's,Ice Cream,250.0,Vasanth Nagar
20376,Nirula's,Ice Cream,250.0,Kumaraswamy Layout
20377,Nirula's,Ice Cream,250.0,Indiranagar
20378,Nirula's,Pizza,250.0,HBR Layout
20379,Nirula's,Pizza,250.0,Bommanahalli
20380,Nirula's,Pizza,250.0,Indiranagar
20381,Nirula's,Pizza,250.0,Bellandur
20382,Nirula's,Pizza,250.0,Vasanth Nagar
20383,Nirula's,Pizza,250.0,Kumaraswamy Layout
20384,Nirula's,Pizza,250.0,Indiranagar
20385,Nisarga, Biryani,225.0,Vijay Nagar
20386,Nisarga, Biryani,225.0,Basaveshwara Nagar
20387,Nisarga, Chinese,225.0,Vijay Nagar
20388,Nisarga, Chinese,225.0,Basaveshwara Nagar
20389,Nisarga, Mangalorean,225.0,Vijay Nagar
20390,Nisarga, Mangalorean,225.0,Basaveshwara Nagar
20391,Nisarga, North Indian,225.0,Vijay Nagar
20392,Nisarga, North Indian,225.0,Basaveshwara Nagar
20393,Nisarga, Seafood,225.0,Vijay Nagar
20394,Nisarga, Seafood,225.0,Basaveshwara Nagar
20395,Nisarga,Andhra,225.0,Vijay Nagar
20396,Nisarga,Andhra,225.0,Basaveshwara Nagar
20397,Nisarga Garden, Beverages,350.0,Basavanagudi
20398,Nisarga Garden, Biryani,350.0,Basavanagudi
20399,Nisarga Garden, Chinese,350.0,Basavanagudi
20400,Nisarga Garden, Desserts,350.0,Basavanagudi
20401,Nisarga Garden, Ice Cream,350.0,Basavanagudi
20402,Nisarga Garden, Juices,350.0,Basavanagudi
20403,Nisarga Garden, North Indian,350.0,Basavanagudi
20404,Nisarga Garden,South Indian,350.0,Basavanagudi
20405,Nisarga Gokula Veg Restaurant,South Indian,100.0,Electronic City
20406,Nisarga Grand, Beverages,125.0,RT Nagar
20407,Nisarga Grand, Chinese,125.0,RT Nagar
20408,Nisarga Grand, North Indian,125.0,RT Nagar
20409,Nisarga Grand, Sichuan,125.0,RT Nagar
20410,Nisarga Grand,South Indian,125.0,RT Nagar
20411,Nisarga Restaurant, North Indian,500.0,Basavanagudi
20412,Nisarga Restaurant, South Indian,500.0,Basavanagudi
20413,Nisarga Restaurant,Chinese,500.0,Basavanagudi
20414,Nivys Resto Cafe, Beverages,500.0,HSR
20415,Nivys Resto Cafe, Fast Food,500.0,HSR
20416,Nivys Resto Cafe, Healthy Food,500.0,HSR
20417,Nivys Resto Cafe, Korean,500.0,HSR
20418,Nivys Resto Cafe, Mexican,500.0,HSR
20419,Nivys Resto Cafe, Thai,500.0,HSR
20420,Nivys Resto Cafe,Cafe,500.0,HSR
20421,Niyu, Beverages,200.0,JP Nagar
20422,Niyu, Chinese,200.0,JP Nagar
20423,Niyu, Desserts,200.0,JP Nagar
20424,Niyu, Japanese,200.0,JP Nagar
20425,Niyu,Asian,200.0,JP Nagar
20426,Nizam's Biryani House, Andhra,350.0,Marathahalli
20427,Nizam's Biryani House, Beverages,350.0,Marathahalli
20428,Nizam's Biryani House, Chinese,350.0,Marathahalli
20429,Nizam's Biryani House, North Indian,350.0,Marathahalli
20430,Nizam's Biryani House, Shake,350.0,Marathahalli
20431,Nizam's Biryani House,Biryani,350.0,Marathahalli
20432,Nizam's Kitchens, Andhra,150.0,Banashankari
20433,Nizam's Kitchens, Andhra,150.0,Koramangala 7th Block
20434,Nizam's Kitchens, Andhra,150.0,Sarjapur Road
20435,Nizam's Kitchens, Andhra,150.0,Rajajinagar
20436,Nizam's Kitchens, Andhra,150.0,Electronic City
20437,Nizam's Kitchens, Andhra,150.0,JP Nagar
20438,Nizam's Kitchens, Andhra,150.0,Kalyan Nagar
20439,Nizam's Kitchens, Andhra,150.0,New BEL Road
20440,Nizam's Kitchens, Andhra,150.0,Varthur Main Road
20441,Nizam's Kitchens, Hyderabadi,150.0,Banashankari
20442,Nizam's Kitchens, Hyderabadi,150.0,Koramangala 7th Block
20443,Nizam's Kitchens, Hyderabadi,150.0,Sarjapur Road
20444,Nizam's Kitchens, Hyderabadi,150.0,Rajajinagar
20445,Nizam's Kitchens, Hyderabadi,150.0,Electronic City
20446,Nizam's Kitchens, Hyderabadi,150.0,JP Nagar
20447,Nizam's Kitchens, Hyderabadi,150.0,Kalyan Nagar
20448,Nizam's Kitchens, Hyderabadi,150.0,New BEL Road
20449,Nizam's Kitchens, Hyderabadi,150.0,Varthur Main Road
20450,Nizam's Kitchens, Mughlai,150.0,Banashankari
20451,Nizam's Kitchens, Mughlai,150.0,Koramangala 7th Block
20452,Nizam's Kitchens, Mughlai,150.0,Sarjapur Road
20453,Nizam's Kitchens, Mughlai,150.0,Rajajinagar
20454,Nizam's Kitchens, Mughlai,150.0,Electronic City
20455,Nizam's Kitchens, Mughlai,150.0,JP Nagar
20456,Nizam's Kitchens, Mughlai,150.0,Kalyan Nagar
20457,Nizam's Kitchens, Mughlai,150.0,New BEL Road
20458,Nizam's Kitchens, Mughlai,150.0,Varthur Main Road
20459,Nizam's Kitchens, North Indian,150.0,Banashankari
20460,Nizam's Kitchens, North Indian,150.0,Koramangala 7th Block
20461,Nizam's Kitchens, North Indian,150.0,Sarjapur Road
20462,Nizam's Kitchens, North Indian,150.0,Rajajinagar
20463,Nizam's Kitchens, North Indian,150.0,Electronic City
20464,Nizam's Kitchens, North Indian,150.0,JP Nagar
20465,Nizam's Kitchens, North Indian,150.0,Kalyan Nagar
20466,Nizam's Kitchens, North Indian,150.0,New BEL Road
20467,Nizam's Kitchens, North Indian,150.0,Varthur Main Road
20468,Nizam's Kitchens, South Indian,150.0,Banashankari
20469,Nizam's Kitchens, South Indian,150.0,Koramangala 7th Block
20470,Nizam's Kitchens, South Indian,150.0,Sarjapur Road
20471,Nizam's Kitchens, South Indian,150.0,Rajajinagar
20472,Nizam's Kitchens, South Indian,150.0,Electronic City
20473,Nizam's Kitchens, South Indian,150.0,JP Nagar
20474,Nizam's Kitchens, South Indian,150.0,Kalyan Nagar
20475,Nizam's Kitchens, South Indian,150.0,New BEL Road
20476,Nizam's Kitchens, South Indian,150.0,Varthur Main Road
20477,Nizam's Kitchens,Biryani,150.0,Banashankari
20478,Nizam's Kitchens,Biryani,150.0,Koramangala 7th Block
20479,Nizam's Kitchens,Biryani,150.0,Sarjapur Road
20480,Nizam's Kitchens,Biryani,150.0,Rajajinagar
20481,Nizam's Kitchens,Biryani,150.0,Electronic City
20482,Nizam's Kitchens,Biryani,150.0,JP Nagar
20483,Nizam's Kitchens,Biryani,150.0,Kalyan Nagar
20484,Nizam's Kitchens,Biryani,150.0,New BEL Road
20485,Nizam's Kitchens,Biryani,150.0,Varthur Main Road
20486,No Sugar Please, Healthy Food,200.0,Domlur
20487,No Sugar Please, Salad,200.0,Domlur
20488,No Sugar Please,Juices,200.0,Domlur
20489,No Sugar Please!, Beverages,200.0,Hosur Road
20490,No Sugar Please!, Beverages,200.0,Bellandur
20491,No Sugar Please!, Beverages,200.0,Koramangala 1st Block
20492,No Sugar Please!, Healthy Food,200.0,Hosur Road
20493,No Sugar Please!, Healthy Food,200.0,Bellandur
20494,No Sugar Please!, Healthy Food,200.0,Koramangala 1st Block
20495,No Sugar Please!, Juices,200.0,Hosur Road
20496,No Sugar Please!, Juices,200.0,Bellandur
20497,No Sugar Please!, Juices,200.0,Koramangala 1st Block
20498,No Sugar Please!,Beverages,200.0,Hosur Road
20499,No Sugar Please!,Beverages,200.0,Bellandur
20500,No Sugar Please!,Beverages,200.0,Koramangala 1st Block
20501,No Sugar Please!,Juices,200.0,Hosur Road
20502,No Sugar Please!,Juices,200.0,Bellandur
20503,No Sugar Please!,Juices,200.0,Koramangala 1st Block
20504,No. 10 Fort Cochin, Beverages,500.0,Indiranagar
20505,No. 10 Fort Cochin, Biryani,500.0,Indiranagar
20506,No. 10 Fort Cochin, Chinese,500.0,Indiranagar
20507,No. 10 Fort Cochin, Seafood,500.0,Indiranagar
20508,No. 10 Fort Cochin,Kerala,500.0,Indiranagar
20509,No.10 Fort Cochin, Beverages,400.0,St. Marks Road
20510,No.10 Fort Cochin, Biryani,400.0,St. Marks Road
20511,No.10 Fort Cochin, Chinese,400.0,St. Marks Road
20512,No.10 Fort Cochin, Desserts,400.0,St. Marks Road
20513,No.10 Fort Cochin, Seafood,400.0,St. Marks Road
20514,No.10 Fort Cochin,Kerala,400.0,St. Marks Road
20515,Nomad Pizza - Traveller Series, Beverages,200.0,Whitefield
20516,Nomad Pizza - Traveller Series, Beverages,200.0,Bommanahalli
20517,Nomad Pizza - Traveller Series, Beverages,200.0,Indiranagar
20518,Nomad Pizza - Traveller Series, Beverages,200.0,Sarjapur Road
20519,Nomad Pizza - Traveller Series, Pizza,200.0,Whitefield
20520,Nomad Pizza - Traveller Series, Pizza,200.0,Bommanahalli
20521,Nomad Pizza - Traveller Series, Pizza,200.0,Indiranagar
20522,Nomad Pizza - Traveller Series, Pizza,200.0,Sarjapur Road
20523,Nomad Pizza - Traveller Series,Beverages,200.0,Whitefield
20524,Nomad Pizza - Traveller Series,Beverages,200.0,Bommanahalli
20525,Nomad Pizza - Traveller Series,Beverages,200.0,Indiranagar
20526,Nomad Pizza - Traveller Series,Beverages,200.0,Sarjapur Road
20527,Nomad Pizza - Traveller Series,Pizza,200.0,Whitefield
20528,Nomad Pizza - Traveller Series,Pizza,200.0,Bommanahalli
20529,Nomad Pizza - Traveller Series,Pizza,200.0,Indiranagar
20530,Nomad Pizza - Traveller Series,Pizza,200.0,Sarjapur Road
20531,Nomad Rolls & Shakes, Beverages,125.0,Whitefield
20532,Nomad Rolls & Shakes, Chinese,125.0,Whitefield
20533,Nomad Rolls & Shakes, Fast Food,125.0,Whitefield
20534,Nomad Rolls & Shakes, Italian,125.0,Whitefield
20535,Nomad Rolls & Shakes, Lebanese,125.0,Whitefield
20536,Nomad Rolls & Shakes, Sandwich,125.0,Whitefield
20537,Nomad Rolls & Shakes, Shake,125.0,Whitefield
20538,Nomad Rolls & Shakes,Rolls,125.0,Whitefield
20539,Noodle House, Biryani,100.0,Seshadripuram
20540,Noodle House, Chinese,100.0,Seshadripuram
20541,Noodle House,North Indian,100.0,Seshadripuram
20542,North And South Zone, Chinese,200.0,Sahakara Nagar
20543,North And South Zone, Sichuan,200.0,Sahakara Nagar
20544,North And South Zone,North Indian,200.0,Sahakara Nagar
20545,North Eats, Beverages,100.0,BTM
20546,North Eats,North Indian,100.0,BTM
20547,North Indian Bhukkads - NIB, Beverages,300.0,Nagawara
20548,North Indian Bhukkads - NIB, Beverages,300.0,Koramangala 1st Block
20549,North Indian Bhukkads - NIB, Biryani,300.0,Nagawara
20550,North Indian Bhukkads - NIB, Biryani,300.0,Koramangala 1st Block
20551,North Indian Bhukkads - NIB, Mughlai,300.0,Nagawara
20552,North Indian Bhukkads - NIB, Mughlai,300.0,Koramangala 1st Block
20553,North Indian Bhukkads - NIB, North Indian,300.0,Nagawara
20554,North Indian Bhukkads - NIB, North Indian,300.0,Koramangala 1st Block
20555,North Indian Bhukkads - NIB, Street Food,300.0,Nagawara
20556,North Indian Bhukkads - NIB, Street Food,300.0,Koramangala 1st Block
20557,North Indian Bhukkads - NIB,North Indian,300.0,Nagawara
20558,North Indian Bhukkads - NIB,North Indian,300.0,Koramangala 1st Block
20559,North Indian Bhukkads - NIB,Street Food,300.0,Nagawara
20560,North Indian Bhukkads - NIB,Street Food,300.0,Koramangala 1st Block
20561,North Indian Kitchen, North Indian,150.0,Electronic City
20562,North Indian Kitchen, Rolls,150.0,Electronic City
20563,North Indian Kitchen, Sichuan,150.0,Electronic City
20564,North Indian Kitchen,Chinese,150.0,Electronic City
20565,North Ka Thadka, Healthy Food,250.0,BTM
20566,North Ka Thadka, Seafood,250.0,BTM
20567,North Ka Thadka,North Indian,250.0,BTM
20568,North South Express, South Indian,100.0,Banashankari
20569,North South Express,Street Food,100.0,Banashankari
20570,Northern Bhatti Restaurant, North Indian,100.0,Electronic City
20571,Northern Bhatti Restaurant, Street Food,100.0,Electronic City
20572,Northern Bhatti Restaurant,Chinese,100.0,Electronic City
20573,Northwind, Fast Food,400.0,Seshadripuram
20574,Northwind, Mughlai,400.0,Seshadripuram
20575,Northwind, North Indian,400.0,Seshadripuram
20576,Northwind,Chinese,400.0,Seshadripuram
20577,Not Just Parathas, Chinese,200.0,Kaggadasapura
20578,Not Just Parathas, Kebab,200.0,Kaggadasapura
20579,Not Just Parathas, Momos,200.0,Kaggadasapura
20580,Not Just Parathas, Mughlai,200.0,Kaggadasapura
20581,Not Just Parathas, Rolls,200.0,Kaggadasapura
20582,Not Just Parathas, Sichuan,200.0,Kaggadasapura
20583,Not Just Parathas,North Indian,200.0,Kaggadasapura
20584,Nourish, Beverages,200.0,BTM
20585,Nourish, Continental,200.0,BTM
20586,Nourish, Healthy Food,200.0,BTM
20587,Nourish, Italian,200.0,BTM
20588,Nourish, North Indian,200.0,BTM
20589,Nourish, Salad,200.0,BTM
20590,Nourish,Chinese,200.0,BTM
20591,Nu.Tree, Beverages,150.0,Bellandur
20592,Nu.Tree, Healthy Food,150.0,Bellandur
20593,Nu.Tree,North Indian,150.0,Bellandur
20594,O4H - Order For Health, Beverages,250.0,Bellandur
20595,O4H - Order For Health, Beverages,250.0,Thippasandra
20596,O4H - Order For Health, Beverages,250.0,BTM
20597,O4H - Order For Health, Salad,250.0,Bellandur
20598,O4H - Order For Health, Salad,250.0,Thippasandra
20599,O4H - Order For Health, Salad,250.0,BTM
20600,O4H - Order For Health, Wraps,250.0,Bellandur
20601,O4H - Order For Health, Wraps,250.0,Thippasandra
20602,O4H - Order For Health, Wraps,250.0,BTM
20603,O4H - Order For Health,Healthy Food,250.0,Bellandur
20604,O4H - Order For Health,Healthy Food,250.0,Thippasandra
20605,O4H - Order For Health,Healthy Food,250.0,BTM
20606,OOttupura, South Indian,150.0,BTM
20607,OOttupura,Kerala,150.0,BTM
20608,Occasions, Desserts,200.0,Koramangala 4th Block
20609,Occasions,Bakery,200.0,Koramangala 4th Block
20610,Ocea Hotel, Beverages,400.0,Brigade Road
20611,Ocea Hotel, Biryani,400.0,Brigade Road
20612,Ocea Hotel, Chinese,400.0,Brigade Road
20613,Ocea Hotel, Desserts,400.0,Brigade Road
20614,Ocea Hotel, Seafood,400.0,Brigade Road
20615,Ocea Hotel, Shake,400.0,Brigade Road
20616,Ocea Hotel,North Indian,400.0,Brigade Road
20617,Ocean Cake, Shake,150.0,Whitefield
20618,Ocean Cake,Bakery,150.0,Whitefield
20619,Odia Dine, Odia,150.0,Old Airport Road
20620,Odia Dine,North Indian,150.0,Old Airport Road
20621,Odia Khaiba, Chinese,200.0,Old Airport Road
20622,Odia Khaiba, North Indian,200.0,Old Airport Road
20623,Odia Khaiba, Seafood,200.0,Old Airport Road
20624,Odia Khaiba, Sichuan,200.0,Old Airport Road
20625,Odia Khaiba,Odia,200.0,Old Airport Road
20626,Odia Pakhala,Odia,150.0,Marathahalli
20627,Odia Style Jhal Muri Center,Street Food,100.0,Kammanahalli
20628,Odians, Chinese,250.0,Marathahalli
20629,Odians, Odia,250.0,Marathahalli
20630,Odians, Sichuan,250.0,Marathahalli
20631,Odians,North Indian,250.0,Marathahalli
20632,Odisha Darbar, Biryani,150.0,Marathahalli
20633,Odisha Darbar, Odia,150.0,Marathahalli
20634,Odisha Darbar, South Indian,150.0,Marathahalli
20635,Odisha Darbar,Chinese,150.0,Marathahalli
20636,Odishi Restaurant, Chinese,200.0,Marathahalli
20637,Odishi Restaurant, Sichuan,200.0,Marathahalli
20638,Odishi Restaurant,North Indian,200.0,Marathahalli
20639,Oh! Bambai, Fast Food,175.0,Basavanagudi
20640,Oh! Bambai, Sandwich,175.0,Basavanagudi
20641,Oh! Bambai,North Indian,175.0,Basavanagudi
20642,Oh! Calcutta, Biryani,464.2857142857143,Whitefield
20643,Oh! Calcutta, Biryani,464.2857142857143,Yelahanka
20644,Oh! Calcutta, Biryani,464.2857142857143,Koramangala 7th Block
20645,Oh! Calcutta, Biryani,464.2857142857143,Rajajinagar
20646,Oh! Calcutta, Biryani,464.2857142857143,Electronic City
20647,Oh! Calcutta, Biryani,464.2857142857143,Church Street
20648,Oh! Calcutta, Biryani,464.2857142857143,Sarjapur Road
20649,Oh! Calcutta, Mughlai,464.2857142857143,Whitefield
20650,Oh! Calcutta, Mughlai,464.2857142857143,Yelahanka
20651,Oh! Calcutta, Mughlai,464.2857142857143,Koramangala 7th Block
20652,Oh! Calcutta, Mughlai,464.2857142857143,Rajajinagar
20653,Oh! Calcutta, Mughlai,464.2857142857143,Electronic City
20654,Oh! Calcutta, Mughlai,464.2857142857143,Church Street
20655,Oh! Calcutta, Mughlai,464.2857142857143,Sarjapur Road
20656,Oh! Calcutta, North Indian,464.2857142857143,Whitefield
20657,Oh! Calcutta, North Indian,464.2857142857143,Yelahanka
20658,Oh! Calcutta, North Indian,464.2857142857143,Koramangala 7th Block
20659,Oh! Calcutta, North Indian,464.2857142857143,Rajajinagar
20660,Oh! Calcutta, North Indian,464.2857142857143,Electronic City
20661,Oh! Calcutta, North Indian,464.2857142857143,Church Street
20662,Oh! Calcutta, North Indian,464.2857142857143,Sarjapur Road
20663,Oh! Calcutta, Seafood,464.2857142857143,Whitefield
20664,Oh! Calcutta, Seafood,464.2857142857143,Yelahanka
20665,Oh! Calcutta, Seafood,464.2857142857143,Koramangala 7th Block
20666,Oh! Calcutta, Seafood,464.2857142857143,Rajajinagar
20667,Oh! Calcutta, Seafood,464.2857142857143,Electronic City
20668,Oh! Calcutta, Seafood,464.2857142857143,Church Street
20669,Oh! Calcutta, Seafood,464.2857142857143,Sarjapur Road
20670,Oh! Calcutta,Bengali,464.2857142857143,Whitefield
20671,Oh! Calcutta,Bengali,464.2857142857143,Yelahanka
20672,Oh! Calcutta,Bengali,464.2857142857143,Koramangala 7th Block
20673,Oh! Calcutta,Bengali,464.2857142857143,Rajajinagar
20674,Oh! Calcutta,Bengali,464.2857142857143,Electronic City
20675,Oh! Calcutta,Bengali,464.2857142857143,Church Street
20676,Oh! Calcutta,Bengali,464.2857142857143,Sarjapur Road
20677,Oh! Calcutta,North Indian,464.2857142857143,Whitefield
20678,Oh! Calcutta,North Indian,464.2857142857143,Yelahanka
20679,Oh! Calcutta,North Indian,464.2857142857143,Koramangala 7th Block
20680,Oh! Calcutta,North Indian,464.2857142857143,Rajajinagar
20681,Oh! Calcutta,North Indian,464.2857142857143,Electronic City
20682,Oh! Calcutta,North Indian,464.2857142857143,Church Street
20683,Oh! Calcutta,North Indian,464.2857142857143,Sarjapur Road
20684,Ohh Kolkata,Bengali,200.0,Brookefield
20685,"Oki Poki - Sushi, Dimsum & More", Asian,350.0,Indiranagar
20686,"Oki Poki - Sushi, Dimsum & More", Japanese,350.0,Indiranagar
20687,"Oki Poki - Sushi, Dimsum & More", Sushi,350.0,Indiranagar
20688,"Oki Poki - Sushi, Dimsum & More", Thai,350.0,Indiranagar
20689,"Oki Poki - Sushi, Dimsum & More",Chinese,350.0,Indiranagar
20690,Olio - The Wood Fired Pizzeria, Italian,300.0,Kadubeesanahalli
20691,Olio - The Wood Fired Pizzeria, Italian,300.0,Electronic City
20692,Olio - The Wood Fired Pizzeria, Italian,300.0,Koramangala 6th Block
20693,Olio - The Wood Fired Pizzeria, Italian,300.0,Banashankari
20694,Olio - The Wood Fired Pizzeria, Italian,300.0,Rajajinagar
20695,Olio - The Wood Fired Pizzeria, Italian,300.0,Whitefield
20696,Olio - The Wood Fired Pizzeria, Italian,300.0,HSR
20697,Olio - The Wood Fired Pizzeria, Italian,300.0,Sarjapur Road
20698,Olio - The Wood Fired Pizzeria, Italian,300.0,BTM
20699,Olio - The Wood Fired Pizzeria,Pizza,300.0,Kadubeesanahalli
20700,Olio - The Wood Fired Pizzeria,Pizza,300.0,Electronic City
20701,Olio - The Wood Fired Pizzeria,Pizza,300.0,Koramangala 6th Block
20702,Olio - The Wood Fired Pizzeria,Pizza,300.0,Banashankari
20703,Olio - The Wood Fired Pizzeria,Pizza,300.0,Rajajinagar
20704,Olio - The Wood Fired Pizzeria,Pizza,300.0,Whitefield
20705,Olio - The Wood Fired Pizzeria,Pizza,300.0,HSR
20706,Olio - The Wood Fired Pizzeria,Pizza,300.0,Sarjapur Road
20707,Olio - The Wood Fired Pizzeria,Pizza,300.0,BTM
20708,Olive - Era, Beverages,500.0,Kumaraswamy Layout
20709,Olive - Era, Chinese,500.0,Kumaraswamy Layout
20710,Olive - Era, Ice Cream,500.0,Kumaraswamy Layout
20711,Olive - Era, North Indian,500.0,Kumaraswamy Layout
20712,Olive - Era, Seafood,500.0,Kumaraswamy Layout
20713,Olive - Era, Shake,500.0,Kumaraswamy Layout
20714,Olive - Era, Sichuan,500.0,Kumaraswamy Layout
20715,Olive - Era,Arabian,500.0,Kumaraswamy Layout
20716,Olive Bar & Kitchen, Beverages,1550.0,Richmond Road
20717,Olive Bar & Kitchen, Continental,1550.0,Richmond Road
20718,Olive Bar & Kitchen, Desserts,1550.0,Richmond Road
20719,Olive Bar & Kitchen, European,1550.0,Richmond Road
20720,Olive Bar & Kitchen, Mediterranean,1550.0,Richmond Road
20721,Olive Bar & Kitchen, Pizza,1550.0,Richmond Road
20722,Olive Bar & Kitchen,Italian,1550.0,Richmond Road
20723,Olive Grove, Beverages,425.0,Electronic City
20724,Olive Grove, Chinese,425.0,Electronic City
20725,Olive Grove, Fast Food,425.0,Electronic City
20726,Olive Grove, North Indian,425.0,Electronic City
20727,Olive Grove, Sichuan,425.0,Electronic City
20728,Olive Grove,Continental,425.0,Electronic City
20729,Olive Tree, Chinese,300.0,Majestic
20730,Olive Tree,North Indian,300.0,Majestic
20731,Om Ganesh Fresh Juice & Ice Cream  Parlour, Beverages,100.0,Nagawara
20732,Om Ganesh Fresh Juice & Ice Cream  Parlour, Juices,100.0,Nagawara
20733,Om Ganesh Fresh Juice & Ice Cream  Parlour, Shake,100.0,Nagawara
20734,Om Ganesh Fresh Juice & Ice Cream  Parlour,Ice Cream,100.0,Nagawara
20735,Om Ganesha Fruit Juice Center, Beverages,50.0,Banashankari
20736,Om Ganesha Fruit Juice Center, Shake,50.0,Banashankari
20737,Om Ganesha Fruit Juice Center,Juices,50.0,Banashankari
20738,Om Meal And Paratha Junction, Beverages,100.0,Domlur
20739,Om Meal And Paratha Junction, Chinese,100.0,Domlur
20740,Om Meal And Paratha Junction, Street Food,100.0,Domlur
20741,Om Meal And Paratha Junction,North Indian,100.0,Domlur
20742,Om Meals & Paratha Junction, Biryani,75.0,New BEL Road
20743,Om Meals & Paratha Junction, Biryani,75.0,Nagawara
20744,Om Meals & Paratha Junction, Chinese,75.0,New BEL Road
20745,Om Meals & Paratha Junction, Chinese,75.0,Nagawara
20746,Om Meals & Paratha Junction, Fast Food,75.0,New BEL Road
20747,Om Meals & Paratha Junction, Fast Food,75.0,Nagawara
20748,Om Meals & Paratha Junction, South Indian,75.0,New BEL Road
20749,Om Meals & Paratha Junction, South Indian,75.0,Nagawara
20750,Om Meals & Paratha Junction,North Indian,75.0,New BEL Road
20751,Om Meals & Paratha Junction,North Indian,75.0,Nagawara
20752,Om Sai Ram Food Junction, Biryani,100.0,New BEL Road
20753,Om Sai Ram Food Junction, Chinese,100.0,New BEL Road
20754,Om Sai Ram Food Junction,North Indian,100.0,New BEL Road
20755,Om Sri Sai Tiffin Center,South Indian,50.0,BTM
20756,Om Sri Vinayaka Chats,Street Food,75.0,Banashankari
20757,Omleterian, Continental,250.0,Whitefield
20758,Omleterian, Continental,250.0,Yeshwantpur
20759,Omleterian, Continental,250.0,Electronic City
20760,Omleterian, Fast Food,250.0,Whitefield
20761,Omleterian, Fast Food,250.0,Yeshwantpur
20762,Omleterian, Fast Food,250.0,Electronic City
20763,Omleterian, Sandwich,250.0,Whitefield
20764,Omleterian, Sandwich,250.0,Yeshwantpur
20765,Omleterian, Sandwich,250.0,Electronic City
20766,Omleterian,Continental,250.0,Whitefield
20767,Omleterian,Continental,250.0,Yeshwantpur
20768,Omleterian,Continental,250.0,Electronic City
20769,Omleterian,Sandwich,250.0,Whitefield
20770,Omleterian,Sandwich,250.0,Yeshwantpur
20771,Omleterian,Sandwich,250.0,Electronic City
20772,Omm Nom Nomm, Desserts,300.0,Whitefield
20773,Omm Nom Nomm,Ice Cream,300.0,Whitefield
20774,Once Upon A Flame, Beverages,750.0,HSR
20775,Once Upon A Flame, Burger,750.0,HSR
20776,Once Upon A Flame, Continental,750.0,HSR
20777,Once Upon A Flame, Pasta,750.0,HSR
20778,Once Upon A Flame, Shake,750.0,HSR
20779,Once Upon A Flame,Steak,750.0,HSR
20780,Ondu Biryani Kathe, South Indian,250.0,Rammurthy Nagar
20781,Ondu Biryani Kathe,Biryani,250.0,Rammurthy Nagar
20782,One Bites, Beverages,250.0,Brookefield
20783,One Bites, Burger,250.0,Brookefield
20784,One Bites, Desserts,250.0,Brookefield
20785,One Bites,Fast Food,250.0,Brookefield
20786,One For The Road, Bar Food,725.0,Elements Mall
20787,One For The Road, Bar Food,725.0,Whitefield
20788,One For The Road, Beverages,725.0,Elements Mall
20789,One For The Road, Beverages,725.0,Whitefield
20790,One For The Road, Chinese,725.0,Elements Mall
20791,One For The Road, Chinese,725.0,Whitefield
20792,One For The Road, Italian,725.0,Elements Mall
20793,One For The Road, Italian,725.0,Whitefield
20794,One For The Road, North Indian,725.0,Elements Mall
20795,One For The Road, North Indian,725.0,Whitefield
20796,One For The Road,Continental,725.0,Elements Mall
