,Restaurant,Cusines_all,price_for_one,location
4534,Boss Burger, Desserts,250.0,Forum Shantiniketan Mall
4535,Boss Burger, Desserts,250.0,Sarjapur Road
4536,Boss Burger, Fast Food,250.0,Koramangala 7th Block
4537,Boss Burger, Fast Food,250.0,Indiranagar
4538,Boss Burger, Fast Food,250.0,Lavelle Road
4539,Boss Burger, Fast Food,250.0,Forum Shantiniketan Mall
4540,Boss Burger, Fast Food,250.0,Sarjapur Road
4541,Boss Burger, Shake,250.0,Koramangala 7th Block
4542,Boss Burger, Shake,250.0,Indiranagar
4543,Boss Burger, Shake,250.0,Lavelle Road
4544,Boss Burger, Shake,250.0,Forum Shantiniketan Mall
4545,Boss Burger, Shake,250.0,Sarjapur Road
4546,Boss Burger,Burger,250.0,Koramangala 7th Block
4547,Boss Burger,Burger,250.0,Indiranagar
4548,Boss Burger,Burger,250.0,Lavelle Road
4549,Boss Burger,Burger,250.0,Forum Shantiniketan Mall
4550,Boss Burger,Burger,250.0,Sarjapur Road
4551,Bowl 99, Desserts,238.88888888888889,Sarjapur Road
4552,Bowl 99, Desserts,238.88888888888889,Brookefield
4553,Bowl 99, Desserts,238.88888888888889,BTM
4554,Bowl 99, Desserts,238.88888888888889,BTM
4555,Bowl 99, Desserts,238.88888888888889,Indiranagar
4556,Bowl 99, Desserts,238.88888888888889,Basaveshwara Nagar
4557,Bowl 99, Desserts,238.88888888888889,Whitefield
4558,Bowl 99, Desserts,238.88888888888889,RT Nagar
4559,Bowl 99, Desserts,238.88888888888889,HSR
4560,Bowl 99, Mughlai,238.88888888888889,Sarjapur Road
4561,Bowl 99, Mughlai,238.88888888888889,Brookefield
4562,Bowl 99, Mughlai,238.88888888888889,BTM
4563,Bowl 99, Mughlai,238.88888888888889,BTM
4564,Bowl 99, Mughlai,238.88888888888889,Indiranagar
4565,Bowl 99, Mughlai,238.88888888888889,Basaveshwara Nagar
4566,Bowl 99, Mughlai,238.88888888888889,Whitefield
4567,Bowl 99, Mughlai,238.88888888888889,RT Nagar
4568,Bowl 99, Mughlai,238.88888888888889,HSR
4569,Bowl 99, South Indian,238.88888888888889,Sarjapur Road
4570,Bowl 99, South Indian,238.88888888888889,Brookefield
4571,Bowl 99, South Indian,238.88888888888889,BTM
4572,Bowl 99, South Indian,238.88888888888889,BTM
4573,Bowl 99, South Indian,238.88888888888889,Indiranagar
4574,Bowl 99, South Indian,238.88888888888889,Basaveshwara Nagar
4575,Bowl 99, South Indian,238.88888888888889,Whitefield
4576,Bowl 99, South Indian,238.88888888888889,RT Nagar
4577,Bowl 99, South Indian,238.88888888888889,HSR
4578,Bowl 99,North Indian,238.88888888888889,Sarjapur Road
4579,Bowl 99,North Indian,238.88888888888889,Brookefield
4580,Bowl 99,North Indian,238.88888888888889,BTM
4581,Bowl 99,North Indian,238.88888888888889,BTM
4582,Bowl 99,North Indian,238.88888888888889,Indiranagar
4583,Bowl 99,North Indian,238.88888888888889,Basaveshwara Nagar
4584,Bowl 99,North Indian,238.88888888888889,Whitefield
4585,Bowl 99,North Indian,238.88888888888889,RT Nagar
4586,Bowl 99,North Indian,238.88888888888889,HSR
4587,Bowl Soul, Beverages,300.0,Richmond Town
4588,Bowl Soul, Beverages,300.0,Banashankari
4589,Bowl Soul, Beverages,300.0,Rajajinagar
4590,Bowl Soul, Beverages,300.0,ITPL Main Road
4591,Bowl Soul, Beverages,300.0,Indiranagar
4592,Bowl Soul, Beverages,300.0,Sahakara Nagar
4593,Bowl Soul, Beverages,300.0,Koramangala 1st Block
4594,Bowl Soul, Beverages,300.0,Kammanahalli
4595,Bowl Soul, Beverages,300.0,Electronic City
4596,Bowl Soul, Beverages,300.0,HSR
4597,Bowl Soul, Beverages,300.0,Marathahalli
4598,Bowl Soul, Beverages,300.0,BTM
4599,Bowl Soul,Fast Food,300.0,Richmond Town
4600,Bowl Soul,Fast Food,300.0,Banashankari
4601,Bowl Soul,Fast Food,300.0,Rajajinagar
4602,Bowl Soul,Fast Food,300.0,ITPL Main Road
4603,Bowl Soul,Fast Food,300.0,Indiranagar
4604,Bowl Soul,Fast Food,300.0,Sahakara Nagar
4605,Bowl Soul,Fast Food,300.0,Koramangala 1st Block
4606,Bowl Soul,Fast Food,300.0,Kammanahalli
4607,Bowl Soul,Fast Food,300.0,Electronic City
4608,Bowl Soul,Fast Food,300.0,HSR
4609,Bowl Soul,Fast Food,300.0,Marathahalli
4610,Bowl Soul,Fast Food,300.0,BTM
4611,BowlSome,North Indian,200.0,JP Nagar
4612,Bowlss Of Bliss, Ice Cream,250.0,Bannerghatta Road
4613,Bowlss Of Bliss,Desserts,250.0,Bannerghatta Road
4614,Bowring Kulfis, Desserts,75.0,Jalahalli
4615,Bowring Kulfis, Desserts,75.0,Sahakara Nagar
4616,Bowring Kulfis, Ice Cream,75.0,Jalahalli
4617,Bowring Kulfis, Ice Cream,75.0,Sahakara Nagar
4618,Bowring Kulfis,Desserts,75.0,Jalahalli
4619,Bowring Kulfis,Desserts,75.0,Sahakara Nagar
4620,Bowring Kulfis,Ice Cream,75.0,Jalahalli
4621,Bowring Kulfis,Ice Cream,75.0,Sahakara Nagar
4622,Box 99, Chinese,100.0,Bellandur
4623,Box 99, Fast Food,100.0,Bellandur
4624,Box 99, Street Food,100.0,Bellandur
4625,Box 99,North Indian,100.0,Bellandur
4626,Box Up, Biryani,200.0,Electronic City
4627,Box Up,North Indian,200.0,Electronic City
4628,Brahma Brews, Asian,1100.0,JP Nagar
4629,Brahma Brews, Continental,1100.0,JP Nagar
4630,Brahma Brews, Desserts,1100.0,JP Nagar
4631,Brahma Brews, European,1100.0,JP Nagar
4632,Brahma Brews, Italian,1100.0,JP Nagar
4633,Brahma Brews, North Indian,1100.0,JP Nagar
4634,Brahma Brews, South Indian,1100.0,JP Nagar
4635,Brahma Brews,Finger Food,1100.0,JP Nagar
4636,Brahmi Aahar, Biryani,200.0,Rajarajeshwari Nagar
4637,Brahmi Aahar, Chinese,200.0,Rajarajeshwari Nagar
4638,Brahmi Aahar,South Indian,200.0,Rajarajeshwari Nagar
4639,Brahmin Home Food,South Indian,100.0,Indiranagar
4640,Brahmin Veg Cafe, Chinese,100.0,Electronic City
4641,Brahmin Veg Cafe, Mughlai,100.0,Electronic City
4642,Brahmin Veg Cafe, North Indian,100.0,Electronic City
4643,Brahmin Veg Cafe,Biryani,100.0,Electronic City
4644,Brahmin's Kitchen,South Indian,100.0,Sahakara Nagar
4645,Brahmin's Veg Corner, Beverages,75.0,Banashankari
4646,Brahmin's Veg Corner,South Indian,75.0,Banashankari
4647,Brahmins Chats,Street Food,50.0,BTM
4648,Brahmins Thindis,South Indian,50.0,Sanjay Nagar
4649,Brahmins Tiffin Centre,South Indian,100.0,Thippasandra
4650,Brahmins' Thatte Idli,South Indian,83.33333333333333,Vijay Nagar
4651,Brahmins' Thatte Idli,South Indian,83.33333333333333,Sanjay Nagar
4652,Brahmins' Thatte Idli,South Indian,83.33333333333333,Sahakara Nagar
